,gender,meaning,name,origin
4255,m,Italian form of DANIEL.,DANIELE,[Italian]
4256,f,Feminine form of DANIEL.,DANIELLA,[English]
4257,f,French feminine form of DANIEL. It has been commonly used in the English-speaking world only since the 20th century.,DANIELLE,"[French, English]"
4258,m,Form of DANIEL used in the Latin Bible.,DANIHEL,[Biblical Latin]
4259,m,Old Slavic form of DANIEL.,DANIILU,[Old Church Slavic]
4260,f,Feminine form of DANIEL.,DANIJELA,"[Slovene, Croatian, Serbian]"
4261,m,Cognate of DANIEL.,DANILO,"[Italian, Portuguese, Spanish, Slovene, Serbian, Croatian]"
4262,f,"Means ""close, near"" in Arabic.",DANIYAH,[Arabic]
4263,m,Faroese form of DANIEL.,DÁNJAL,[Faroese]
4264,m,"Diminutive of GORDAN, DANILO or DANIJEL.",DANKO,"[Croatian, Serbian]"
4265,m,Diminutive of DAN  (3).,DANNE,[Swedish]
4266,m,Diminutive of DANIEL.,DANNIE,[English]
4267,m,Old Norse form of DAN  (3).,DANR,[Ancient Scandinavian]
4268,m,Romanian diminutive of DAN  (2).,DĂNUȚ,[Romanian]
4269,f,Meaning uncertain. It could be a feminine form of DANIEL or a form of DONATA. It is found in Lithuania from the 14th century.,DANUTĖ,[Lithuanian]
4270,f,Variant transcription of DANIYAH.,DANYA  (2),[Arabic]
4271,f,"Means ""laurel"" in Greek. In Greek mythology she was a nymph turned into a laurel tree by her father in order that she might escape the pursuit of Apollo. It has been used as a given name in the English-speaking world since the end of the 19th century.",DAPHNE,"[Greek Mythology, English, Dutch]"
4272,f,French variant form of DAPHNE.,DAPHNÉE,[French]
4273,m&f,"Means ""mother-of-pearl, nacre"" in Hebrew.",DAR,[Hebrew]
4274,m&f,"Means ""star"" in Khmer, ultimately from Sanskrit.",DARA  (2),[Khmer]
4275,m,Variant of DARA  (1) or Anglicized form of DÁIRE.,DARACH,[Irish]
4276,m,Old Persian form of DARIUS.,DARAYAVAHUSH,[Ancient Persian]
4277,f,Feminine form of DARCY.,DARCEY,[English (Rare)]
4278,m,"From the name of the Dardani, an Illyrian tribe who lived on the Balkan Peninsula. Their name may derive from an Illyrian word meaning ""pear"". They were unrelated to the ancient people who were also called the Dardans who lived near Troy.",DARDAN,[Albanian]
4279,m,"Possibly from Greek δαρδαπτω (dardapto) ""to devour"". In Greek mythology Dardanos was a son of Zeus and Electra. He was the founder of the city of Dardania in Asia Minor.",DARDANOS,[Greek Mythology]
4280,f,Feminine form of Dareios (see DARIUS).,DAREIA,[Late Greek]
4281,f,From the second part of NESTAN-DAREJAN.,DAREJAN,[Georgian]
4282,m,Diminutive of DARIUSZ.,DAREK,[Polish]
4283,m,Variant of DARREN.,DAREN,[English]
4284,m&f,Probably an elaborated form of DARREN.,DARIAN,[English]
4285,f,"Croatian, Serbian and Slovene form of DARIA.",DARIJA,"[Croatian, Serbian, Slovene]"
4286,m,Lithuanian variant of DARIUS.,DARIJUS,[Lithuanian]
4287,f,Anglicized form of DÁIRÍNE.,DARINA  (1),[Irish]
4288,f,"Either a diminutive of DARIJA, or a derivative of the Slavic word dar meaning ""gift"".",DARINKA,"[Slovene, Croatian]"
4289,m,Italian form of DARIUS.,DARIO,"[Italian, Croatian]"
4290,m,"Roman form of Δαρειος (Dareios), which was the Greek form of the Persian name Dārayavahush, which was composed of the elements dâraya ""to possess"" and vahu ""good"". Three ancient kings of Persia bore this name, including Darius the Great who expanded the Achaemenid Empire to its greatest extent. His forces invaded Greece but were defeated in the Battle of Marathon.... [more]",DARIUS,"[English, Lithuanian, Romanian, Biblical, Biblical Latin]"
4291,m,Polish form of DARIUS.,DARIUSZ,[Polish]
4292,f,Slovene and Czech form of DARIA.,DARJA,"[Slovene, Czech]"
4293,f,Short form of DARLENE.,DARLA,[English]
4294,f,From the English word darling combined with the popular name suffix lene. This name has been in use since the beginning of the 20th century.,DARLENE,[English]
4295,m,"From a surname, possibly derived from Old French darnel, a type of grass. Alternatively it may be derived from Old English derne ""hidden"" and halh ""nook"".",DARNELL,[English]
4296,m,Variant of DARRELL.,DARREL,[English]
4297,m,The meaning of this name is not known for certain. It could be from a rare Irish surname or it could be an altered form of DARRELL. It was first brought to public attention in the late 1950s by the American actor Darren McGavin (1922-2006). It was further popularized in the 1960s by the character Darrin Stephens from the television show 'Bewitched'.,DARREN,[English]
4298,m,Variant of DARRELL.,DARRYL,[English]
4299,f,Feminine form of DARSHAN.,DARSHANA,"[Indian, Marathi]"
4300,m,"From a surname which was derived from the Old English given name Deorwine which meant ""dear friend"". The surname was borne by the English naturalist Charles Darwin (1809-1882), the man who first proposed the theory of natural selection and subsequently revolutionized biology.",DARWIN,[English]
4301,f,"Means ""sea, ocean"" in Persian.",DARYA  (2),[Persian]
4302,m,Variant of DARRELL.,DARYL,[English]
4303,m,Variant transcription of DARIUSH.,DARYUSH,[Persian]
4304,m,"Possibly means ""fountain"" in Hebrew. In the Old Testament this is the name of one of the conspirators against Moses.",DATHAN,[Biblical]
4305,m,"Indonesian form of DAVID, and also a variant Arabic transcription of DAWUD.",DAUD,"[Indonesian, Arabic]"
4306,m,"From Lithuanian daug ""much"" and mantus ""intelligent"". This name was borne by a 13th-century Lithuanian ruler of Pskov who is venerated as a saint in the Eastern Orthodox Church.",DAUMANTAS,[Lithuanian]
4307,f,Variant of DAVINA.,DAVENA,[English (Rare)]
4308,m,Diminutive of DAVID.,DAVEY,[English]
4309,m,Hungarian and Slovak form of DAVID.,DÁVID,"[Hungarian, Slovak]"
4310,f,Feminine form of DAVID.,DAVIDA,[English (Rare)]
4311,m,Old Slavic form of DAVID.,DAVIDU,[Old Church Slavic]
4312,m,Possibly a variant of DEVIN influenced by DAVID.,DAVIN,[English]
4313,f,Variant of DAVINA.,DAVINIA,[English (Rare)]
4314,m,Georgian and Armenian form of DAVID.,DAVIT,"[Georgian, Armenian]"
4315,m,Possibly from an old Slavic exclamation expressing joy or sorrow.,DAVOR,"[Croatian, Serbian, Slovene]"
4316,f,Feminine form of DAVOR.,DAVORKA,"[Croatian, Serbian]"
4317,m,Diminutive of DAVID.,DAVY,[English]
4318,m&f,"Means ""moon, month"" in Tibetan.",DAWA,"[Tibetan, Bhutanese]"
4319,f,"From the English word dawn, ultimately derived from Old English dagung.",DAWN,[English]
4320,m,"From a surname meaning ""son of DAVID"". This name was popularized in the late 1990s by the television drama 'Dawson's Creek'.",DAWSON,[English]
4321,m,From an English surname which was derived either from the town of Dax in France or else from the Old English given name Dæcca (of unknown meaning).,DAX,[English]
4322,f,Feminine variant of DANA  (2).,DAYNA,[English]
4323,m,"From an English surname which was derived from a place name which possibly meant either ""dairy town"" or ""ditch town"" in Old English.",DAYTON,[English]
4324,m,"Possibly means ""the giving god"" in Slavic. He was a Slavic god of the sun and light, a son of Svarog. In some myths he is the ancestor of the Russian people.",DAZHDBOG,[Slavic Mythology]
4325,m,"From a surname, see DEAN  (1) and DEAN  (2). The actor James Dean (1931-1955) was a famous bearer of the surname.",DEAN,[English]
4326,m,Combination of the popular name prefix De and ANDRE.,DEANDRE,[African American]
4327,f,"Either a variant of DIANA or a feminine form of DEAN. This name was popularized by the Canadian actress and singer Deanna Durbin (1921-), whose birth name was Edna. Her stage name was a rearrangement of the letters of her real name.",DEANNA,[English]
4328,f,"Means ""daughter of Fál"", derived from Gaelic der ""daughter"" and Fál, a legendary name for Ireland.",DEARBHÁIL,[Irish]
4329,f,Short form of DEBORAH.,DEB,[English]
4330,f,Diminutive of DEBORAH.,DEBBIE,[English]
4331,f,Diminutive of DEBORAH.,DEBBY,[English]
4332,f,Diminutive of DEBORAH.,DEBI,[English (Rare)]
4333,f,"Italian, German and Dutch form of DEBORAH.",DEBORA,"[Italian, German, Dutch]"
4334,f,Variant of DEBORAH.,DEBRA,[English]
4335,m&f,"Means ""great happiness"" in Tibetan.",DECHEN,"[Tibetan, Bhutanese]"
4336,m,"Roman praenomen, or given name, meaning ""tenth"" in Latin.",DECIMUS,[Ancient Roman]
4337,m,Older form of DEREK.,DEDERICK,[English (Archaic)]
4338,m&f,Short form of names beginning with D. It may also be given in reference to the Dee River in Scotland.,DEE,[English]
4339,m,"From an English and Scottish surname meaning ""judge"", from Old English demere.",DEEMER,[English (Rare)]
4340,m,Variant transcription of DIP.,DEEP,"[Indian, Hindi, Marathi, Gujarati, Bengali, Punjabi]"
4341,m,Variant transcription of DIPAK.,DEEPAK,"[Indian, Hindi, Marathi, Bengali, Gujarati, Punjabi, Malayalam, Kannada, Tamil, Telugu, Nepali]"
4342,f,Variant transcription of DIPIKA.,DEEPIKA,"[Indian, Hindi, Marathi, Kannada, Malayalam, Tamil, Telugu]"
4343,m,"From a French surname meaning ""from the forest"". It was originally given in honour of American author John Deforest (1826-1906).",DEFOREST,[English]
4344,f,Variant of DEIRDRE.,DEIDRA,[English]
4345,m,"Means ""terror"" in Greek. This was one of the sons of the Greek god Ares. Also, a moon of Mars bears this name.",DEIMOS,[Greek Mythology]
4346,m,Variant of DION. A notable bearer is retired American football player Deion Sanders (1967-).,DEION,[African American (Modern)]
4347,f,"From the older Gaelic form Derdriu, meaning unknown, possibly derived from a Celtic word meaning ""woman"". This was the name of a tragic character in Irish legend who died of a broken heart after Conchobhar, the king of Ulster, forced her to be his bride and killed her lover Naoise.... [more]",DEIRDRE,"[English, Irish, Irish Mythology]"
4348,f,"Means ""already"" from the French phrase deja vu meaning ""already seen"".",DEJA,[Various]
4349,f,Feminine form of DEJAN.,DEJANA,"[Serbian, Croatian, Slovene]"
4350,m,"Latinized form of the Greek Δαιδαλος (Daidalos) which was derived from δαιδαλλω (daidallo) meaning ""to work cunningly"". In Greek myth Daedalus was an Athenian inventor who was banished to Crete. There he designed the Labyrinth for King Minos, but he and his son Icarus were eventually imprisoned inside it because he had aided Theseus in his quest against the Minotaur. Daelalus and Icarus escaped using wings fashioned from wax, but Icarus fell from the sky to his death.",DAEDALUS,[Greek Mythology (Latinized)]
4351,f,"From the name of the flower, ultimately derived from Dutch de affodil meaning ""the asphodel"".",DAFFODIL,[English (Rare)]
4352,f,"Means ""laurel"" in Hebrew.",DAFNA,[Hebrew]
4353,m,"Welsh form of DAVID. This name was borne by Dafydd ap Gruffydd, a 13th-century Welsh ruler, and Dafydd ap Gwilym, a 14th-century poet.",DAFYDD,[Welsh]
4354,m,Variant of DAGON.,DAGAN,[Near Eastern Mythology]
4355,m,"From the Old Norse name Dagfinnr, which was composed of the elements dagr ""day"" and Finnr ""Sámi, person from Finland"".",DAGFINN,"[Norwegian, Danish]"
4356,f,Old Norse form of DAGMAR.,DAGMÆR,[Ancient Scandinavian]
4357,f,Polish form of DAGMAR.,DAGMARA,[Polish]
4358,f,Latvian form of DAGNY.,DAGNIJA,[Latvian]
4359,f,Old Norse and Icelandic form of DAGNY.,DAGNÝ,"[Ancient Scandinavian, Icelandic]"
4360,m,Old Norse form of DAG.,DAGR,[Ancient Scandinavian]
4361,f,"From the Old Norse name Dagrún, which was derived from the Old Norse elements dagr ""day"" and rún ""secret lore"".",DAGRUN,[Norwegian]
4362,f,"From the name of the flower, which was named for the Swedish botanist Anders Dahl.",DAHLIA,[English (Modern)]
4363,m,Irish form of DAVID.,DÁIBHÍ,[Irish]
4364,m,"From Japanese 大 (dai) meaning ""big, great"" combined with 地 (chi) meaning ""earth, land"" or 智 (chi) meaning ""wisdom, intellect"". Other kanji combinations are possible.",DAICHI,[Japanese]
4365,m,"From Japanese 大 (dai) meaning ""big, great"" combined with 輝 (ki) meaning ""brightness"", 樹 (ki) meaning ""tree"" or 貴 (ki) meaning ""valuable"". Other combinations of kanji can also form this name.",DAIKI,[Japanese]
4366,m,"Means ""fruitful, fertile"" in Irish Gaelic. This name is borne by many figures in Irish legend, including the Ulster chief who reneged on his promise to loan the Brown Bull of Cooley to Medb, starting the war between Connacht and Ulster as told in the Irish epic 'The Cattle Raid of Cooley'.",DÁIRE,"[Irish, Irish Mythology]"
4367,f,"Derived from Irish Gaelic dáire meaning ""fruitful, fertile"".",DÁIRÍNE,[Irish]
4368,f,"Simply from the English word for the white flower, ultimately derived from Old English dægeseage meaning ""day eye"". It was first used as a given name in the 19th century, at the same time many other plant and flower names were coined.",DAISY,[English]
4369,m,Variant of DÁITHÍ.,DAITHÍ,[Irish]
4370,m,Gaelic variant of DAVID.,DAIVIDH,[Scottish (Rare)]
4371,m,"Means ""rejoice"" in Shona.",DAKARAI,"[Southern African, Shona]"
4372,m,"Derived from Irish dál meaning ""assembly"".",DÁLACH,[Irish]
4373,m&f,From an English surname which originally belonged to a person who lived near a dale or valley.,DALE,[English]
4374,f,Spanish form of DAHLIA. The Dahlia is the national flower of Mexico.,DALIA  (1),"[Spanish (Latin American), American (Hispanic)]"
4375,f,"Means ""branch"" in Hebrew.",DALIA  (3),[Hebrew]
4376,f,Feminine form of DALIBOR.,DALIBORKA,"[Croatian, Serbian, Slovene]"
4377,f,"Means ""to draw water"" in Hebrew.",DALIT,[Hebrew]
4378,m,"From a surname which was originally taken from a Scottish place name meaning ""meadow dwelling"". A city in Texas bears this name, probably in honour of American Vice President George Mifflin Dallas.",DALLAS,[English]
4379,m,From a surname which was a variant of DALEY.,DALY,"[Irish, English (Rare)]"
4380,f,"Probably means ""calf, heifer, girl"" from Greek δαμαλις (damalis). In the New Testament this is the name of a woman converted to Christianity by Saint Paul.",DAMARIS,"[Biblical, Biblical Greek]"
4381,m,"Means ""fawn"" from Gaelic damh ""stag, ox"" combined with a diminutive suffix.",DAMHÁN,[Irish]
4382,m,Dutch form of DAMIAN.,DAMIAAN,[Dutch]
4383,f,Italian feminine form of DAMIAN.,DAMIANA,[Italian]
4384,m,Greek form of DAMIAN.,DAMIANOS,[Ancient Greek]
4385,m,French form of DAMIAN.,DAMIEN,[French]
4386,f,Slovene feminine form of DAMIAN.,DAMIJANA,[Slovene]
4387,m,"Possibly derived from the Slavic elements dan ""given"" and miru ""peace, world"". Otherwise, it might be of Turkic origin.",DAMIR,"[Croatian, Serbian, Slovene]"
4388,f,"Slovene, Serbian and Macedonian feminine form of DAMIAN.",DAMJANA,"[Slovene, Serbian, Macedonian]"
4389,m,"Latinized form of the Greek name Δαμοκλης (Damokles), which was derived from δαμος (damos) ""the people"", a Doric Greek variant of δημος (demos), and κλεος (kleos) ""glory"". In Greek legend Damocles was a member of the court of Dionysius the Elder, the king of Syracuse. Damocles expressed envy of the king's station so Dionysius offered to switch roles with him for a day. To illustrate to Damocles the peril of a man in his position he suspended a sword over the throne.",DAMOCLES,[Greek Mythology (Latinized)]
4390,m,"Means ""rope around the belly"", derived from Sanskrit दाम (dama) meaning ""rope"" and उदर (udara) meaning ""belly"". This is another name of the Hindu god Krishna, given to him because his foster-mother tied him to a large urn.",DAMODARA,[Hinduism]
4391,m,"Derived from Greek δαμαζω (damazo) meaning ""to tame"". According to Greek legend, Damon and Pythias were friends who lived on Syracuse in the 4th century BC. When Pythias was sentenced to death, he was allowed to temporarily go free on the condition that Damon take his place in prison. Pythias returned just before Damon was to be executed in his place, and the king was so impressed with their loyalty to one another that he pardoned Pythias. As an English given name, it has only been regularly used since the 20th century.",DAMON,"[Greek Mythology, English]"
